Id,Predicted
0,1931761.8176211936
1,2599478.8385235397
2,767001.9832440008
3,1006600.5613667628
4,21432121.22875587
5,982355.513669554
6,1059121.5647905343
7,5894980.759680211
8,2483398.659477722
9,4720539.918720801
10,2677427.238178168
11,6126635.08894627
12,2281264.6233533383
13,2914872.9702584124
14,2217868.5862593404
15,1725574.9690958017
16,2186137.144420038
17,2210007.6312933066
18,2700145.7216731166
19,1562357.160710102
20,1605579.2500092306
21,2999719.7711641626
22,1327330.377753183
23,1851857.8458187832
24,1536847.324806528
25,1606335.793112716
26,1226453.6161581809
27,11270666.569193417
28,1024265.3573667741
29,2691459.35060379
30,42418104.28571425
31,2425763.2638212726
32,3024655.290261629
33,718840.0715197751
34,1356321.1961891216
35,1976811.8651820004
36,1383497.8100755147
37,3018692.167414748
38,8446728.01401483
39,2612890.9882178036
40,1303305.0137330818
41,913448.4284490757
42,64069434.591836736
43,2519632.985927964
44,897539.6169493778
45,1447163.8404728193
46,1881719.7426176332
47,1957240.3970736896
48,3526712.893778953
49,1464871.549424117
50,1976700.0795347106
51,2727864.309156543
52,2348525.1613431526
53,1085876.337965094
54,1318368.038343511
55,2716755.8555795546
56,1961615.405683037
57,886790.9789738472
58,2354908.2590996097
59,4876586.631778735
60,1558223.009893975
61,1845331.5256478426
62,1033034.810547444
63,2055250.3052590413
64,1205228.9199026348
65,3715018.472381294
66,1448747.145431445
67,1583555.2314660505
68,5483126.942491431
69,1394849.8099781482
70,5777732.987317249
71,1120627.0052366767
72,959961.1502213042
73,1550643.3973310918
74,1595212.3386740133
75,2752167.3325272603
76,4699696.988327
77,1402458.0311469722
78,1163026.742348843
79,2704610.4247500985
80,13532155.069245884
81,7743127.840833001
82,806140.8150235758
83,4558853.092675503
84,870075.3122895517
85,13089469.631497009
86,6987059.279473079
87,3250423.9288279917
88,5988307.611507748
89,2424262.6453469144
90,3534433.827235214
91,1333979.0248210735
92,1181359.4746594832
93,1038653.8426426954
94,1760953.5131957862
95,2856359.95598201
96,4586913.0066736555
97,1177882.7933958292
98,1340993.5658771158
99,1864622.6614746784
100,1373424.8321117242
101,1473950.3742720005
102,3414721.613287264
103,2950240.316004044
104,1058320.5332760788
105,871364.5710291917
106,5102162.861215836
107,828626.3479871268
108,1309777.5913063996
109,2429517.6464509172
110,1508211.9108030188
111,3977109.326378216
112,3232429.04339128
113,2052597.2037013215
114,1934080.6348243612
115,2534732.10680964
116,2914872.9702584124
117,2868062.328835626
118,1630580.614612608
119,2548548.7215235955
120,7022717.466864975
121,2612890.9882178036
122,1702841.0498848937
123,1938212.1145470387
124,10658008.605888309
125,3141150.4155861884
126,1785078.691125677
127,5097093.420451382
128,1629324.0372018004
129,3582639.9037118917
130,6351659.663192792
131,716730.4597413888
132,1259438.4157068795
133,1489694.074508055
134,9339624.531571297
135,1469582.4445023753
136,2183468.9892268716
137,5055956.78962407
138,1021910.5975586955
139,915127.9272967326
140,1664297.7356866244
141,3418485.532189803
142,2850359.511287147
143,2379744.9079973544
144,1341502.6028171454
145,1741280.5000159054
146,788115.9579786571
147,3179156.321953099
148,1776600.611856845
149,3528059.604743357
150,3773084.511507626
151,1349289.6387287024
152,2446403.6982273357
153,855345.4849582064
154,1772572.2341836854
155,1842946.7037209582
156,2081355.5259037747
157,1317307.8073442234
158,2000499.4552102832
159,1617846.3313557645
160,807807.9551137749
161,1506822.7628274767
162,1723381.0507802614
163,2726272.915951086
164,14047238.877746934
165,2486359.9527732534
166,2134052.760558767
167,2137740.6155077117
168,1647993.2224884077
169,6899663.088266195
170,1628546.4752673644
171,3394466.544734113
172,1082197.9241135754
173,6907525.523809537
174,1193241.0105644793
175,3410373.3893326595
